Tarix (gün.ay.il);Stansiya;Gündəlik gediş sayı
2025-05-02 00:00:00,000;"Bakmil";2001
2025-05-03 00:00:00,000;"Bakmil";979
2025-05-04 00:00:00,000;"Bakmil";532
2025-05-05 00:00:00,000;"Bakmil";2038
2025-05-06 00:00:00,000;"Bakmil";2111
2025-05-07 00:00:00,000;"Bakmil";2049
2025-05-08 00:00:00,000;"Bakmil";2036
2025-05-09 00:00:00,000;"Bakmil";960
2025-05-10 00:00:00,000;"Bakmil";938
2025-05-11 00:00:00,000;"Bakmil";500
2025-05-12 00:00:00,000;"Bakmil";1939
2025-05-13 00:00:00,000;"Bakmil";2054
2025-05-14 00:00:00,000;"Bakmil";2045
2025-05-15 00:00:00,000;"Bakmil";2074
2025-05-16 00:00:00,000;"Bakmil";1986
2025-05-17 00:00:00,000;"Bakmil";957
2025-05-18 00:00:00,000;"Bakmil";469
2025-05-19 00:00:00,000;"Bakmil";2104
2025-05-20 00:00:00,000;"Bakmil";2068
2025-05-21 00:00:00,000;"Bakmil";1980
2025-05-22 00:00:00,000;"Bakmil";2048
2025-05-23 00:00:00,000;"Bakmil";2057
2025-05-24 00:00:00,000;"Bakmil";970
2025-05-25 00:00:00,000;"Bakmil";453
2025-05-26 00:00:00,000;"Bakmil";2063
2025-05-27 00:00:00,000;"Bakmil";2162
2025-05-28 00:00:00,000;"Bakmil";997
2025-05-29 00:00:00,000;"Bakmil";2045
2025-05-30 00:00:00,000;"Bakmil";2017
2025-05-31 00:00:00,000;"Bakmil";1032
2025-06-01 00:00:00,000;"Bakmil";495
2025-06-02 00:00:00,000;"Bakmil";2073
2025-06-03 00:00:00,000;"Bakmil";2084
2025-06-04 00:00:00,000;"Bakmil";2032
2025-06-05 00:00:00,000;"Bakmil";2011
2025-06-06 00:00:00,000;"Bakmil";629
2025-06-07 00:00:00,000;"Bakmil";285
2025-06-08 00:00:00,000;"Bakmil";252
2025-06-09 00:00:00,000;"Bakmil";946
2025-06-10 00:00:00,000;"Bakmil";1903
2025-06-11 00:00:00,000;"Bakmil";1924
2025-06-12 00:00:00,000;"Bakmil";1968
2025-06-13 00:00:00,000;"Bakmil";1968
2025-06-14 00:00:00,000;"Bakmil";1024
2025-06-15 00:00:00,000;"Bakmil";535
2025-06-16 00:00:00,000;"Bakmil";995
2025-06-17 00:00:00,000;"Bakmil";2009
2025-06-18 00:00:00,000;"Bakmil";1905
2025-06-19 00:00:00,000;"Bakmil";1931
2025-06-20 00:00:00,000;"Bakmil";1921
2025-06-21 00:00:00,000;"Bakmil";1513
2025-06-22 00:00:00,000;"Bakmil";479
2025-06-23 00:00:00,000;"Bakmil";1840
2025-06-24 00:00:00,000;"Bakmil";1763
2025-06-25 00:00:00,000;"Bakmil";1735
2025-06-26 00:00:00,000;"Bakmil";1100
2025-06-27 00:00:00,000;"Bakmil";1037
2025-06-28 00:00:00,000;"Bakmil";891
2025-06-29 00:00:00,000;"Bakmil";565
2025-06-30 00:00:00,000;"Bakmil";1801
2025-07-01 00:00:00,000;"Bakmil";1815
2025-07-02 00:00:00,000;"Bakmil";1762
2025-07-03 00:00:00,000;"Bakmil";1646
2025-07-04 00:00:00,000;"Bakmil";1715
2025-07-05 00:00:00,000;"Bakmil";722
2025-07-06 00:00:00,000;"Bakmil";417
2025-07-07 00:00:00,000;"Bakmil";1803
2025-07-08 00:00:00,000;"Bakmil";1661
2025-07-09 00:00:00,000;"Bakmil";1798
2025-07-10 00:00:00,000;"Bakmil";1592
2025-07-11 00:00:00,000;"Bakmil";1641
2025-07-12 00:00:00,000;"Bakmil";868
2025-07-13 00:00:00,000;"Bakmil";424
2025-07-14 00:00:00,000;"Bakmil";1646
2025-07-15 00:00:00,000;"Bakmil";1640
2025-07-16 00:00:00,000;"Bakmil";1635
2025-07-17 00:00:00,000;"Bakmil";1676
2025-07-18 00:00:00,000;"Bakmil";1607
2025-07-19 00:00:00,000;"Bakmil";863
2025-07-20 00:00:00,000;"Bakmil";415
2025-07-21 00:00:00,000;"Bakmil";1687
2025-07-22 00:00:00,000;"Bakmil";1609
2025-07-23 00:00:00,000;"Bakmil";1567
2025-07-24 00:00:00,000;"Bakmil";1584
2025-07-25 00:00:00,000;"Bakmil";1556
2025-07-26 00:00:00,000;"Bakmil";911
2025-07-27 00:00:00,000;"Bakmil";493
2025-07-28 00:00:00,000;"Bakmil";1596
2025-07-29 00:00:00,000;"Bakmil";1561
2025-07-30 00:00:00,000;"Bakmil";1548
2025-07-31 00:00:00,000;"Bakmil";1607
2025-08-01 00:00:00,000;"Bakmil";1552
2025-08-02 00:00:00,000;"Bakmil";886
2025-08-03 00:00:00,000;"Bakmil";395
2025-08-04 00:00:00,000;"Bakmil";1574
2025-08-05 00:00:00,000;"Bakmil";1511
2025-08-06 00:00:00,000;"Bakmil";1550
2025-08-07 00:00:00,000;"Bakmil";1487
2025-08-08 00:00:00,000;"Bakmil";1484
2025-08-09 00:00:00,000;"Bakmil";822
2025-08-10 00:00:00,000;"Bakmil";442
2025-08-11 00:00:00,000;"Bakmil";1520
2025-08-12 00:00:00,000;"Bakmil";1538
2025-08-13 00:00:00,000;"Bakmil";1551
2025-08-14 00:00:00,000;"Bakmil";1565
2025-08-15 00:00:00,000;"Bakmil";1478
2025-08-16 00:00:00,000;"Bakmil";852
2025-08-17 00:00:00,000;"Bakmil";425
2025-08-18 00:00:00,000;"Bakmil";1566
2025-08-19 00:00:00,000;"Bakmil";1611
2025-08-20 00:00:00,000;"Bakmil";1555
2025-08-21 00:00:00,000;"Bakmil";1601
2025-08-22 00:00:00,000;"Bakmil";1514
2025-08-23 00:00:00,000;"Bakmil";915
2025-08-24 00:00:00,000;"Bakmil";467
2025-08-25 00:00:00,000;"Bakmil";1620
2025-08-26 00:00:00,000;"Bakmil";1559
2025-08-27 00:00:00,000;"Bakmil";1587
2025-08-28 00:00:00,000;"Bakmil";1590
2025-08-29 00:00:00,000;"Bakmil";1586
2025-08-30 00:00:00,000;"Bakmil";947
2025-08-31 00:00:00,000;"Bakmil";477
2025-09-01 00:00:00,000;"Bakmil";1689
2025-09-02 00:00:00,000;"Bakmil";1646
2025-09-03 00:00:00,000;"Bakmil";1650
2025-09-04 00:00:00,000;"Bakmil";1623
2025-09-05 00:00:00,000;"Bakmil";1640
2025-09-06 00:00:00,000;"Bakmil";946
2025-09-07 00:00:00,000;"Bakmil";494
2025-09-08 00:00:00,000;"Bakmil";1625
2025-09-09 00:00:00,000;"Bakmil";1599
2025-09-10 00:00:00,000;"Bakmil";1629
2025-09-11 00:00:00,000;"Bakmil";1655
2025-09-12 00:00:00,000;"Bakmil";1530
2025-09-13 00:00:00,000;"Bakmil";1077
2025-09-14 00:00:00,000;"Bakmil";501
2025-09-15 00:00:00,000;"Bakmil";2493
2025-09-16 00:00:00,000;"Bakmil";2504
2025-09-17 00:00:00,000;"Bakmil";2290
2025-09-18 00:00:00,000;"Bakmil";2362
2025-09-19 00:00:00,000;"Bakmil";2310
2025-09-20 00:00:00,000;"Bakmil";1087
2025-09-21 00:00:00,000;"Bakmil";547
2025-09-22 00:00:00,000;"Bakmil";2361
2025-09-23 00:00:00,000;"Bakmil";2311
2025-09-24 00:00:00,000;"Bakmil";2287
2025-09-25 00:00:00,000;"Bakmil";2262
2025-09-26 00:00:00,000;"Bakmil";2248
2025-09-27 00:00:00,000;"Bakmil";1019
2025-09-28 00:00:00,000;"Bakmil";549
2025-09-29 00:00:00,000;"Bakmil";2281
2025-09-30 00:00:00,000;"Bakmil";2324
2025-10-01 00:00:00,000;"Bakmil";2280
2025-10-02 00:00:00,000;"Bakmil";2264
2025-10-03 00:00:00,000;"Bakmil";2261
2025-10-04 00:00:00,000;"Bakmil";1038
2025-10-05 00:00:00,000;"Bakmil";533
2025-10-06 00:00:00,000;"Bakmil";2342
2025-10-07 00:00:00,000;"Bakmil";2322
2025-10-08 00:00:00,000;"Bakmil";2286
2025-10-09 00:00:00,000;"Bakmil";2285
2025-10-10 00:00:00,000;"Bakmil";2293
2025-10-11 00:00:00,000;"Bakmil";1021
2025-10-12 00:00:00,000;"Bakmil";493
2025-10-13 00:00:00,000;"Bakmil";2262
2025-10-14 00:00:00,000;"Bakmil";2258
2025-10-15 00:00:00,000;"Bakmil";2149
2025-10-16 00:00:00,000;"Bakmil";2355
2025-10-17 00:00:00,000;"Bakmil";2230
2025-10-18 00:00:00,000;"Bakmil";1089
2025-10-19 00:00:00,000;"Bakmil";586
2025-10-20 00:00:00,000;"Bakmil";2276
2025-10-21 00:00:00,000;"Bakmil";2359
2025-10-22 00:00:00,000;"Bakmil";2297
2025-10-23 00:00:00,000;"Bakmil";2250
2025-10-24 00:00:00,000;"Bakmil";2293
2025-10-25 00:00:00,000;"Bakmil";1145
2025-10-26 00:00:00,000;"Bakmil";569
2025-10-27 00:00:00,000;"Bakmil";2378
2025-10-28 00:00:00,000;"Bakmil";2347
2025-10-29 00:00:00,000;"Bakmil";2205
2025-10-30 00:00:00,000;"Bakmil";2177
2025-10-31 00:00:00,000;"Bakmil";2293
2025-11-01 00:00:00,000;"Bakmil";1048
2025-11-02 00:00:00,000;"Bakmil";519
2025-11-03 00:00:00,000;"Bakmil";2358
2025-11-04 00:00:00,000;"Bakmil";2352
2025-11-05 00:00:00,000;"Bakmil";2285
2025-11-06 00:00:00,000;"Bakmil";2369
2025-11-07 00:00:00,000;"Bakmil";2427
2025-11-08 00:00:00,000;"Bakmil";982
2025-11-09 00:00:00,000;"Bakmil";444
2025-11-10 00:00:00,000;"Bakmil";1065
2025-11-11 00:00:00,000;"Bakmil";1207
2025-11-12 00:00:00,000;"Bakmil";2441
2025-11-13 00:00:00,000;"Bakmil";2511
2025-11-14 00:00:00,000;"Bakmil";2347
2025-11-15 00:00:00,000;"Bakmil";1195
2025-11-16 00:00:00,000;"Bakmil";685
2025-11-17 00:00:00,000;"Bakmil";2403
2025-11-18 00:00:00,000;"Bakmil";2362
2025-11-19 00:00:00,000;"Bakmil";2436
2025-11-20 00:00:00,000;"Bakmil";2310
2025-11-21 00:00:00,000;"Bakmil";2271
2025-11-22 00:00:00,000;"Bakmil";1239
2025-11-23 00:00:00,000;"Bakmil";606
2025-11-24 00:00:00,000;"Bakmil";2384
2025-11-25 00:00:00,000;"Bakmil";2413
2025-11-26 00:00:00,000;"Bakmil";2364
2025-11-27 00:00:00,000;"Bakmil";2390
2025-11-28 00:00:00,000;"Bakmil";2409
2025-11-29 00:00:00,000;"Bakmil";1272
2025-11-30 00:00:00,000;"Bakmil";665
2025-12-01 00:00:00,000;"Bakmil";2160
2025-12-02 00:00:00,000;"Bakmil";2410
2025-12-03 00:00:00,000;"Bakmil";2361
2025-12-04 00:00:00,000;"Bakmil";2335
2025-12-05 00:00:00,000;"Bakmil";2253
2025-12-06 00:00:00,000;"Bakmil";1250
2025-12-07 00:00:00,000;"Bakmil";574
2025-12-08 00:00:00,000;"Bakmil";2334
2025-12-09 00:00:00,000;"Bakmil";2326
2025-12-10 00:00:00,000;"Bakmil";2193
2025-12-11 00:00:00,000;"Bakmil";2322
2025-12-12 00:00:00,000;"Bakmil";2352
2025-12-13 00:00:00,000;"Bakmil";1283
2025-12-14 00:00:00,000;"Bakmil";583
2025-12-15 00:00:00,000;"Bakmil";2329
2025-12-16 00:00:00,000;"Bakmil";2456
2025-12-17 00:00:00,000;"Bakmil";2444
2025-12-18 00:00:00,000;"Bakmil";2477
2025-12-19 00:00:00,000;"Bakmil";2472
2025-12-20 00:00:00,000;"Bakmil";1352
2025-12-21 00:00:00,000;"Bakmil";622
2025-12-22 00:00:00,000;"Bakmil";2402
2025-12-23 00:00:00,000;"Bakmil";2469
2025-12-24 00:00:00,000;"Bakmil";2447
2025-12-25 00:00:00,000;"Bakmil";2279
2025-12-26 00:00:00,000;"Bakmil";2227
2025-12-27 00:00:00,000;"Bakmil";1292
2025-12-28 00:00:00,000;"Bakmil";737
2025-12-29 00:00:00,000;"Bakmil";1995
2025-12-30 00:00:00,000;"Bakmil";1669
2025-12-31 00:00:00,000;"Bakmil";327
2025-01-01 00:00:00,000;"Cəfər Cabbarlı";1408
2025-01-02 00:00:00,000;"Cəfər Cabbarlı";1596
2025-01-03 00:00:00,000;"Cəfər Cabbarlı";1825
2025-01-04 00:00:00,000;"Cəfər Cabbarlı";1774
2025-01-05 00:00:00,000;"Cəfər Cabbarlı";1418
2025-01-06 00:00:00,000;"Cəfər Cabbarlı";4110
2025-01-07 00:00:00,000;"Cəfər Cabbarlı";3700
2025-01-08 00:00:00,000;"Cəfər Cabbarlı";3648
2025-01-09 00:00:00,000;"Cəfər Cabbarlı";3705
2025-01-10 00:00:00,000;"Cəfər Cabbarlı";4000
2025-01-11 00:00:00,000;"Cəfər Cabbarlı";2051
2025-01-12 00:00:00,000;"Cəfər Cabbarlı";1352
2025-01-13 00:00:00,000;"Cəfər Cabbarlı";4044
2025-01-14 00:00:00,000;"Cəfər Cabbarlı";3861
2025-01-15 00:00:00,000;"Cəfər Cabbarlı";3437
2025-01-16 00:00:00,000;"Cəfər Cabbarlı";3671
2025-01-17 00:00:00,000;"Cəfər Cabbarlı";4296
2025-01-18 00:00:00,000;"Cəfər Cabbarlı";1971
2025-01-19 00:00:00,000;"Cəfər Cabbarlı";1155
2025-01-20 00:00:00,000;"Cəfər Cabbarlı";1871
2025-01-21 00:00:00,000;"Cəfər Cabbarlı";4035
2025-01-22 00:00:00,000;"Cəfər Cabbarlı";3350
2025-01-23 00:00:00,000;"Cəfər Cabbarlı";3476
2025-01-24 00:00:00,000;"Cəfər Cabbarlı";3579
2025-01-25 00:00:00,000;"Cəfər Cabbarlı";1819
2025-01-26 00:00:00,000;"Cəfər Cabbarlı";1320
2025-01-27 00:00:00,000;"Cəfər Cabbarlı";3485
2025-01-28 00:00:00,000;"Cəfər Cabbarlı";3349
2025-01-29 00:00:00,000;"Cəfər Cabbarlı";1800
2025-01-30 00:00:00,000;"Cəfər Cabbarlı";3493
2025-01-31 00:00:00,000;"Cəfər Cabbarlı";3545
2025-02-01 00:00:00,000;"Cəfər Cabbarlı";1991
2025-02-02 00:00:00,000;"Cəfər Cabbarlı";1396
2025-02-03 00:00:00,000;"Cəfər Cabbarlı";3520
2025-02-04 00:00:00,000;"Cəfər Cabbarlı";3524
2025-02-05 00:00:00,000;"Cəfər Cabbarlı";3474
2025-02-06 00:00:00,000;"Cəfər Cabbarlı";3314
2025-02-07 00:00:00,000;"Cəfər Cabbarlı";3475
2025-02-08 00:00:00,000;"Cəfər Cabbarlı";2089
2025-02-09 00:00:00,000;"Cəfər Cabbarlı";1462
2025-02-10 00:00:00,000;"Cəfər Cabbarlı";3682
2025-02-11 00:00:00,000;"Cəfər Cabbarlı";3765
2025-02-12 00:00:00,000;"Cəfər Cabbarlı";3721
2025-02-13 00:00:00,000;"Cəfər Cabbarlı";3602
2025-02-14 00:00:00,000;"Cəfər Cabbarlı";4123
2025-02-15 00:00:00,000;"Cəfər Cabbarlı";2056
2025-02-16 00:00:00,000;"Cəfər Cabbarlı";1600
2025-02-17 00:00:00,000;"Cəfər Cabbarlı";6043
2025-02-18 00:00:00,000;"Cəfər Cabbarlı";5192
2025-02-19 00:00:00,000;"Cəfər Cabbarlı";5190
2025-02-20 00:00:00,000;"Cəfər Cabbarlı";5279
2025-02-21 00:00:00,000;"Cəfər Cabbarlı";3784
2025-02-22 00:00:00,000;"Cəfər Cabbarlı";1830
2025-02-23 00:00:00,000;"Cəfər Cabbarlı";1996
2025-02-24 00:00:00,000;"Cəfər Cabbarlı";2713
2025-02-25 00:00:00,000;"Cəfər Cabbarlı";4394
2025-02-26 00:00:00,000;"Cəfər Cabbarlı";6000
2025-02-27 00:00:00,000;"Cəfər Cabbarlı";4497
2025-02-28 00:00:00,000;"Cəfər Cabbarlı";5704
2025-03-01 00:00:00,000;"Cəfər Cabbarlı";1753
2025-03-02 00:00:00,000;"Cəfər Cabbarlı";1480
2025-03-03 00:00:00,000;"Cəfər Cabbarlı";5677
2025-03-04 00:00:00,000;"Cəfər Cabbarlı";5340
2025-03-05 00:00:00,000;"Cəfər Cabbarlı";5697
2025-03-06 00:00:00,000;"Cəfər Cabbarlı";6514
2025-03-07 00:00:00,000;"Cəfər Cabbarlı";7641
2025-03-08 00:00:00,000;"Cəfər Cabbarlı";2441
2025-03-09 00:00:00,000;"Cəfər Cabbarlı";1768
2025-03-10 00:00:00,000;"Cəfər Cabbarlı";5481
2025-03-11 00:00:00,000;"Cəfər Cabbarlı";5495
2025-03-12 00:00:00,000;"Cəfər Cabbarlı";5104
2025-03-13 00:00:00,000;"Cəfər Cabbarlı";4785
2025-03-14 00:00:00,000;"Cəfər Cabbarlı";4631
2025-03-15 00:00:00,000;"Cəfər Cabbarlı";2033
2025-03-16 00:00:00,000;"Cəfər Cabbarlı";1465
2025-03-17 00:00:00,000;"Cəfər Cabbarlı";4670
2025-03-18 00:00:00,000;"Cəfər Cabbarlı";4500
2025-03-19 00:00:00,000;"Cəfər Cabbarlı";4381
2025-03-20 00:00:00,000;"Cəfər Cabbarlı";1389
2025-03-21 00:00:00,000;"Cəfər Cabbarlı";1180
2025-03-22 00:00:00,000;"Cəfər Cabbarlı";1350
2025-03-23 00:00:00,000;"Cəfər Cabbarlı";1489
2025-03-24 00:00:00,000;"Cəfər Cabbarlı";1786
2025-03-25 00:00:00,000;"Cəfər Cabbarlı";1823
2025-03-26 00:00:00,000;"Cəfər Cabbarlı";1838
2025-03-27 00:00:00,000;"Cəfər Cabbarlı";1700
2025-03-28 00:00:00,000;"Cəfər Cabbarlı";1725
2025-03-29 00:00:00,000;"Cəfər Cabbarlı";1535
2025-03-30 00:00:00,000;"Cəfər Cabbarlı";1278
2025-03-31 00:00:00,000;"Cəfər Cabbarlı";1709
2025-04-01 00:00:00,000;"Cəfər Cabbarlı";4886
2025-04-02 00:00:00,000;"Cəfər Cabbarlı";4990
2025-04-03 00:00:00,000;"Cəfər Cabbarlı";5227
2025-04-04 00:00:00,000;"Cəfər Cabbarlı";4966
2025-04-05 00:00:00,000;"Cəfər Cabbarlı";2293
2025-04-06 00:00:00,000;"Cəfər Cabbarlı";1524
2025-04-07 00:00:00,000;"Cəfər Cabbarlı";5421
2025-04-08 00:00:00,000;"Cəfər Cabbarlı";4941
2025-04-09 00:00:00,000;"Cəfər Cabbarlı";5017
2025-04-10 00:00:00,000;"Cəfər Cabbarlı";5201
2025-04-11 00:00:00,000;"Cəfər Cabbarlı";4801
2025-04-12 00:00:00,000;"Cəfər Cabbarlı";2034
2025-04-13 00:00:00,000;"Cəfər Cabbarlı";1492
2025-04-14 00:00:00,000;"Cəfər Cabbarlı";4516
2025-04-15 00:00:00,000;"Cəfər Cabbarlı";4637
2025-04-16 00:00:00,000;"Cəfər Cabbarlı";3152
2025-04-17 00:00:00,000;"Cəfər Cabbarlı";4379
2025-04-18 00:00:00,000;"Cəfər Cabbarlı";4758
2025-04-19 00:00:00,000;"Cəfər Cabbarlı";1995
2025-04-20 00:00:00,000;"Cəfər Cabbarlı";1375
2025-04-21 00:00:00,000;"Cəfər Cabbarlı";4898
2025-04-22 00:00:00,000;"Cəfər Cabbarlı";4609
2025-04-23 00:00:00,000;"Cəfər Cabbarlı";4460
2025-04-24 00:00:00,000;"Cəfər Cabbarlı";4523
2025-04-25 00:00:00,000;"Cəfər Cabbarlı";4249
2025-04-26 00:00:00,000;"Cəfər Cabbarlı";1918
2025-04-27 00:00:00,000;"Cəfər Cabbarlı";1366
2025-04-28 00:00:00,000;"Cəfər Cabbarlı";4527
2025-04-29 00:00:00,000;"Cəfər Cabbarlı";4094
2025-04-30 00:00:00,000;"Cəfər Cabbarlı";4231
2025-05-01 00:00:00,000;"Cəfər Cabbarlı";4731
2025-05-02 00:00:00,000;"Cəfər Cabbarlı";4405
2025-05-03 00:00:00,000;"Cəfər Cabbarlı";2013
2025-05-04 00:00:00,000;"Cəfər Cabbarlı";1542
2025-05-05 00:00:00,000;"Cəfər Cabbarlı";4421
2025-05-06 00:00:00,000;"Cəfər Cabbarlı";4908
2025-05-07 00:00:00,000;"Cəfər Cabbarlı";4389
2025-05-08 00:00:00,000;"Cəfər Cabbarlı";4337
2025-05-09 00:00:00,000;"Cəfər Cabbarlı";1884
2025-05-10 00:00:00,000;"Cəfər Cabbarlı";1758
2025-05-11 00:00:00,000;"Cəfər Cabbarlı";1379
2025-05-12 00:00:00,000;"Cəfər Cabbarlı";4915
2025-05-13 00:00:00,000;"Cəfər Cabbarlı";4739
2025-05-14 00:00:00,000;"Cəfər Cabbarlı";4765
2025-05-15 00:00:00,000;"Cəfər Cabbarlı";4306
2025-05-16 00:00:00,000;"Cəfər Cabbarlı";4424
2025-05-17 00:00:00,000;"Cəfər Cabbarlı";1982
2025-05-18 00:00:00,000;"Cəfər Cabbarlı";1249
2025-05-19 00:00:00,000;"Cəfər Cabbarlı";4701
2025-05-20 00:00:00,000;"Cəfər Cabbarlı";4555
2025-05-21 00:00:00,000;"Cəfər Cabbarlı";4482
2025-05-22 00:00:00,000;"Cəfər Cabbarlı";4431
2025-05-23 00:00:00,000;"Cəfər Cabbarlı";4126
2025-05-24 00:00:00,000;"Cəfər Cabbarlı";1909
2025-05-25 00:00:00,000;"Cəfər Cabbarlı";1328
2025-05-26 00:00:00,000;"Cəfər Cabbarlı";4505
2025-05-27 00:00:00,000;"Cəfər Cabbarlı";4669
2025-05-28 00:00:00,000;"Cəfər Cabbarlı";1687
2025-05-29 00:00:00,000;"Cəfər Cabbarlı";4049
2025-05-30 00:00:00,000;"Cəfər Cabbarlı";4102
2025-05-31 00:00:00,000;"Cəfər Cabbarlı";1936
2025-06-01 00:00:00,000;"Cəfər Cabbarlı";1387
2025-06-02 00:00:00,000;"Cəfər Cabbarlı";4160
2025-06-03 00:00:00,000;"Cəfər Cabbarlı";3899
2025-06-04 00:00:00,000;"Cəfər Cabbarlı";4136
2025-06-05 00:00:00,000;"Cəfər Cabbarlı";4962
2025-06-06 00:00:00,000;"Cəfər Cabbarlı";1451
2025-06-07 00:00:00,000;"Cəfər Cabbarlı";1491
2025-06-08 00:00:00,000;"Cəfər Cabbarlı";1230
2025-06-09 00:00:00,000;"Cəfər Cabbarlı";1809
2025-06-10 00:00:00,000;"Cəfər Cabbarlı";4297
2025-06-11 00:00:00,000;"Cəfər Cabbarlı";3654
2025-06-12 00:00:00,000;"Cəfər Cabbarlı";3890
2025-06-13 00:00:00,000;"Cəfər Cabbarlı";3866
2025-06-14 00:00:00,000;"Cəfər Cabbarlı";1737
2025-06-15 00:00:00,000;"Cəfər Cabbarlı";1266
2025-06-16 00:00:00,000;"Cəfər Cabbarlı";1682
2025-06-17 00:00:00,000;"Cəfər Cabbarlı";3884
2025-06-18 00:00:00,000;"Cəfər Cabbarlı";3678
2025-06-19 00:00:00,000;"Cəfər Cabbarlı";3351
2025-06-20 00:00:00,000;"Cəfər Cabbarlı";3396
2025-06-21 00:00:00,000;"Cəfər Cabbarlı";2835
2025-06-22 00:00:00,000;"Cəfər Cabbarlı";1177
2025-06-23 00:00:00,000;"Cəfər Cabbarlı";3442
2025-06-24 00:00:00,000;"Cəfər Cabbarlı";3538
2025-06-25 00:00:00,000;"Cəfər Cabbarlı";3431
2025-06-26 00:00:00,000;"Cəfər Cabbarlı";1566
2025-06-27 00:00:00,000;"Cəfər Cabbarlı";1580
2025-06-28 00:00:00,000;"Cəfər Cabbarlı";1476
2025-06-29 00:00:00,000;"Cəfər Cabbarlı";1112
2025-06-30 00:00:00,000;"Cəfər Cabbarlı";3436
2025-07-01 00:00:00,000;"Cəfər Cabbarlı";3211
2025-07-02 00:00:00,000;"Cəfər Cabbarlı";3172
2025-07-03 00:00:00,000;"Cəfər Cabbarlı";2955
2025-07-04 00:00:00,000;"Cəfər Cabbarlı";3135
2025-07-05 00:00:00,000;"Cəfər Cabbarlı";1568
2025-07-06 00:00:00,000;"Cəfər Cabbarlı";1092
2025-07-07 00:00:00,000;"Cəfər Cabbarlı";3096
2025-07-08 00:00:00,000;"Cəfər Cabbarlı";3012
2025-07-09 00:00:00,000;"Cəfər Cabbarlı";2892
2025-07-10 00:00:00,000;"Cəfər Cabbarlı";2834
2025-07-11 00:00:00,000;"Cəfər Cabbarlı";2753
2025-07-12 00:00:00,000;"Cəfər Cabbarlı";1551
2025-07-13 00:00:00,000;"Cəfər Cabbarlı";1054
2025-07-14 00:00:00,000;"Cəfər Cabbarlı";2774
2025-07-15 00:00:00,000;"Cəfər Cabbarlı";2664
2025-07-16 00:00:00,000;"Cəfər Cabbarlı";2575
2025-07-17 00:00:00,000;"Cəfər Cabbarlı";2620
2025-07-18 00:00:00,000;"Cəfər Cabbarlı";2617
2025-07-19 00:00:00,000;"Cəfər Cabbarlı";1416
2025-07-20 00:00:00,000;"Cəfər Cabbarlı";1024
2025-07-21 00:00:00,000;"Cəfər Cabbarlı";2604
2025-07-22 00:00:00,000;"Cəfər Cabbarlı";2346
2025-07-23 00:00:00,000;"Cəfər Cabbarlı";2542
2025-07-24 00:00:00,000;"Cəfər Cabbarlı";2413
2025-07-25 00:00:00,000;"Cəfər Cabbarlı";2444
2025-07-26 00:00:00,000;"Cəfər Cabbarlı";1366
2025-07-27 00:00:00,000;"Cəfər Cabbarlı";1079
2025-07-28 00:00:00,000;"Cəfər Cabbarlı";2438
2025-07-29 00:00:00,000;"Cəfər Cabbarlı";2526
2025-07-30 00:00:00,000;"Cəfər Cabbarlı";2536
2025-07-31 00:00:00,000;"Cəfər Cabbarlı";2371
2025-08-01 00:00:00,000;"Cəfər Cabbarlı";2403
2025-08-02 00:00:00,000;"Cəfər Cabbarlı";1414
2025-08-03 00:00:00,000;"Cəfər Cabbarlı";1038
2025-08-04 00:00:00,000;"Cəfər Cabbarlı";2446
2025-08-05 00:00:00,000;"Cəfər Cabbarlı";2444
2025-08-06 00:00:00,000;"Cəfər Cabbarlı";2386
2025-08-07 00:00:00,000;"Cəfər Cabbarlı";2266
2025-08-08 00:00:00,000;"Cəfər Cabbarlı";2357
2025-08-09 00:00:00,000;"Cəfər Cabbarlı";1366
2025-08-10 00:00:00,000;"Cəfər Cabbarlı";1094
2025-08-11 00:00:00,000;"Cəfər Cabbarlı";2399
2025-08-12 00:00:00,000;"Cəfər Cabbarlı";2252
2025-08-13 00:00:00,000;"Cəfər Cabbarlı";2389
2025-08-14 00:00:00,000;"Cəfər Cabbarlı";2293
2025-08-15 00:00:00,000;"Cəfər Cabbarlı";2219
2025-08-16 00:00:00,000;"Cəfər Cabbarlı";1360
2025-08-17 00:00:00,000;"Cəfər Cabbarlı";1065
2025-08-18 00:00:00,000;"Cəfər Cabbarlı";2392
2025-08-19 00:00:00,000;"Cəfər Cabbarlı";2404
2025-08-20 00:00:00,000;"Cəfər Cabbarlı";2242
2025-08-21 00:00:00,000;"Cəfər Cabbarlı";2334
2025-08-22 00:00:00,000;"Cəfər Cabbarlı";2442
2025-08-23 00:00:00,000;"Cəfər Cabbarlı";1336
2025-08-24 00:00:00,000;"Cəfər Cabbarlı";1063
2025-08-25 00:00:00,000;"Cəfər Cabbarlı";2575
2025-08-26 00:00:00,000;"Cəfər Cabbarlı";2527
2025-08-27 00:00:00,000;"Cəfər Cabbarlı";2775
2025-08-28 00:00:00,000;"Cəfər Cabbarlı";2553
2025-08-29 00:00:00,000;"Cəfər Cabbarlı";2626
2025-08-30 00:00:00,000;"Cəfər Cabbarlı";1470
2025-08-31 00:00:00,000;"Cəfər Cabbarlı";1200
2025-09-01 00:00:00,000;"Cəfər Cabbarlı";2829
2025-09-02 00:00:00,000;"Cəfər Cabbarlı";2797
2025-09-03 00:00:00,000;"Cəfər Cabbarlı";2861
2025-09-04 00:00:00,000;"Cəfər Cabbarlı";2891
