Tarix (gün.ay.il);Stansiya;Gündəlik gediş sayı
2025-08-29 00:00:00,000;"Memar Əcəmi-2";1256
2025-08-30 00:00:00,000;"Memar Əcəmi-2";1058
2025-08-31 00:00:00,000;"Memar Əcəmi-2";841
2025-09-01 00:00:00,000;"Memar Əcəmi-2";1463
2025-09-02 00:00:00,000;"Memar Əcəmi-2";1296
2025-09-03 00:00:00,000;"Memar Əcəmi-2";1471
2025-09-04 00:00:00,000;"Memar Əcəmi-2";1222
2025-09-05 00:00:00,000;"Memar Əcəmi-2";1444
2025-09-06 00:00:00,000;"Memar Əcəmi-2";1149
2025-09-07 00:00:00,000;"Memar Əcəmi-2";938
2025-09-08 00:00:00,000;"Memar Əcəmi-2";1530
2025-09-09 00:00:00,000;"Memar Əcəmi-2";1472
2025-09-10 00:00:00,000;"Memar Əcəmi-2";1512
2025-09-11 00:00:00,000;"Memar Əcəmi-2";1502
2025-09-12 00:00:00,000;"Memar Əcəmi-2";1692
2025-09-13 00:00:00,000;"Memar Əcəmi-2";1524
2025-09-14 00:00:00,000;"Memar Əcəmi-2";1078
2025-09-15 00:00:00,000;"Memar Əcəmi-2";2242
2025-09-16 00:00:00,000;"Memar Əcəmi-2";1993
2025-09-17 00:00:00,000;"Memar Əcəmi-2";2075
2025-09-18 00:00:00,000;"Memar Əcəmi-2";1982
2025-09-19 00:00:00,000;"Memar Əcəmi-2";2033
2025-09-20 00:00:00,000;"Memar Əcəmi-2";1373
2025-09-21 00:00:00,000;"Memar Əcəmi-2";1224
2025-09-22 00:00:00,000;"Memar Əcəmi-2";1970
2025-09-23 00:00:00,000;"Memar Əcəmi-2";1965
2025-09-24 00:00:00,000;"Memar Əcəmi-2";2001
2025-09-25 00:00:00,000;"Memar Əcəmi-2";2038
2025-09-26 00:00:00,000;"Memar Əcəmi-2";2010
2025-09-27 00:00:00,000;"Memar Əcəmi-2";1316
2025-09-28 00:00:00,000;"Memar Əcəmi-2";1031
2025-09-29 00:00:00,000;"Memar Əcəmi-2";2041
2025-09-30 00:00:00,000;"Memar Əcəmi-2";1968
2025-10-01 00:00:00,000;"Memar Əcəmi-2";2005
2025-10-02 00:00:00,000;"Memar Əcəmi-2";1952
2025-10-03 00:00:00,000;"Memar Əcəmi-2";1981
2025-10-04 00:00:00,000;"Memar Əcəmi-2";1320
2025-10-05 00:00:00,000;"Memar Əcəmi-2";1016
2025-10-06 00:00:00,000;"Memar Əcəmi-2";1987
2025-10-07 00:00:00,000;"Memar Əcəmi-2";1991
2025-10-08 00:00:00,000;"Memar Əcəmi-2";2023
2025-10-09 00:00:00,000;"Memar Əcəmi-2";1950
2025-10-10 00:00:00,000;"Memar Əcəmi-2";2003
2025-10-11 00:00:00,000;"Memar Əcəmi-2";1375
2025-10-12 00:00:00,000;"Memar Əcəmi-2";1024
2025-10-13 00:00:00,000;"Memar Əcəmi-2";2011
2025-10-14 00:00:00,000;"Memar Əcəmi-2";1937
2025-10-15 00:00:00,000;"Memar Əcəmi-2";2038
2025-10-16 00:00:00,000;"Memar Əcəmi-2";1928
2025-10-17 00:00:00,000;"Memar Əcəmi-2";2009
2025-10-18 00:00:00,000;"Memar Əcəmi-2";1299
2025-10-19 00:00:00,000;"Memar Əcəmi-2";1116
2025-10-20 00:00:00,000;"Memar Əcəmi-2";1942
2025-10-21 00:00:00,000;"Memar Əcəmi-2";1995
2025-10-22 00:00:00,000;"Memar Əcəmi-2";2092
2025-10-23 00:00:00,000;"Memar Əcəmi-2";1976
2025-10-24 00:00:00,000;"Memar Əcəmi-2";2068
2025-10-25 00:00:00,000;"Memar Əcəmi-2";1318
2025-10-26 00:00:00,000;"Memar Əcəmi-2";1085
2025-10-27 00:00:00,000;"Memar Əcəmi-2";1998
2025-10-28 00:00:00,000;"Memar Əcəmi-2";2015
2025-10-29 00:00:00,000;"Memar Əcəmi-2";2044
2025-10-30 00:00:00,000;"Memar Əcəmi-2";2309
2025-10-31 00:00:00,000;"Memar Əcəmi-2";2091
2025-11-01 00:00:00,000;"Memar Əcəmi-2";1406
2025-11-02 00:00:00,000;"Memar Əcəmi-2";975
2025-11-03 00:00:00,000;"Memar Əcəmi-2";2088
2025-11-04 00:00:00,000;"Memar Əcəmi-2";2125
2025-11-05 00:00:00,000;"Memar Əcəmi-2";2092
2025-11-06 00:00:00,000;"Memar Əcəmi-2";2015
2025-11-07 00:00:00,000;"Memar Əcəmi-2";2288
2025-11-08 00:00:00,000;"Memar Əcəmi-2";1467
2025-11-09 00:00:00,000;"Memar Əcəmi-2";971
2025-11-10 00:00:00,000;"Memar Əcəmi-2";1116
2025-11-11 00:00:00,000;"Memar Əcəmi-2";1399
2025-11-12 00:00:00,000;"Memar Əcəmi-2";2019
2025-11-13 00:00:00,000;"Memar Əcəmi-2";2069
2025-11-14 00:00:00,000;"Memar Əcəmi-2";1938
2025-11-15 00:00:00,000;"Memar Əcəmi-2";1371
2025-11-16 00:00:00,000;"Memar Əcəmi-2";1072
2025-11-17 00:00:00,000;"Memar Əcəmi-2";1841
2025-11-18 00:00:00,000;"Memar Əcəmi-2";1718
2025-11-19 00:00:00,000;"Memar Əcəmi-2";1885
2025-11-20 00:00:00,000;"Memar Əcəmi-2";1815
2025-11-21 00:00:00,000;"Memar Əcəmi-2";1862
2025-11-22 00:00:00,000;"Memar Əcəmi-2";1521
2025-11-23 00:00:00,000;"Memar Əcəmi-2";1126
2025-11-24 00:00:00,000;"Memar Əcəmi-2";2037
2025-11-25 00:00:00,000;"Memar Əcəmi-2";1986
2025-11-26 00:00:00,000;"Memar Əcəmi-2";2045
2025-11-27 00:00:00,000;"Memar Əcəmi-2";2033
2025-11-28 00:00:00,000;"Memar Əcəmi-2";2131
2025-11-29 00:00:00,000;"Memar Əcəmi-2";586
2025-11-30 00:00:00,000;"Memar Əcəmi-2";435
2025-12-01 00:00:00,000;"Memar Əcəmi-2";3180
2025-12-02 00:00:00,000;"Memar Əcəmi-2";2015
2025-12-03 00:00:00,000;"Memar Əcəmi-2";2016
2025-12-04 00:00:00,000;"Memar Əcəmi-2";1966
2025-12-05 00:00:00,000;"Memar Əcəmi-2";2007
2025-12-06 00:00:00,000;"Memar Əcəmi-2";1446
2025-12-07 00:00:00,000;"Memar Əcəmi-2";1038
2025-12-08 00:00:00,000;"Memar Əcəmi-2";2219
2025-12-09 00:00:00,000;"Memar Əcəmi-2";2073
2025-12-10 00:00:00,000;"Memar Əcəmi-2";1963
2025-12-11 00:00:00,000;"Memar Əcəmi-2";2084
2025-12-12 00:00:00,000;"Memar Əcəmi-2";2072
2025-12-13 00:00:00,000;"Memar Əcəmi-2";1491
2025-12-14 00:00:00,000;"Memar Əcəmi-2";1077
2025-12-15 00:00:00,000;"Memar Əcəmi-2";1943
2025-12-16 00:00:00,000;"Memar Əcəmi-2";2031
2025-12-17 00:00:00,000;"Memar Əcəmi-2";2124
2025-12-18 00:00:00,000;"Memar Əcəmi-2";2017
2025-12-19 00:00:00,000;"Memar Əcəmi-2";2005
2025-12-20 00:00:00,000;"Memar Əcəmi-2";1544
2025-12-21 00:00:00,000;"Memar Əcəmi-2";1153
2025-12-22 00:00:00,000;"Memar Əcəmi-2";2047
2025-12-23 00:00:00,000;"Memar Əcəmi-2";2048
2025-12-24 00:00:00,000;"Memar Əcəmi-2";2095
2025-12-25 00:00:00,000;"Memar Əcəmi-2";1975
2025-12-26 00:00:00,000;"Memar Əcəmi-2";2021
2025-12-27 00:00:00,000;"Memar Əcəmi-2";1536
2025-12-28 00:00:00,000;"Memar Əcəmi-2";1215
2025-12-29 00:00:00,000;"Memar Əcəmi-2";1858
2025-12-30 00:00:00,000;"Memar Əcəmi-2";1822
2025-12-31 00:00:00,000;"Memar Əcəmi-2";981
2025-01-01 00:00:00,000;"Neftçilər";25450
2025-01-02 00:00:00,000;"Neftçilər";28108
2025-01-03 00:00:00,000;"Neftçilər";30171
2025-01-04 00:00:00,000;"Neftçilər";27854
2025-01-05 00:00:00,000;"Neftçilər";20702
2025-01-06 00:00:00,000;"Neftçilər";34502
2025-01-07 00:00:00,000;"Neftçilər";31003
2025-01-08 00:00:00,000;"Neftçilər";37505
2025-01-09 00:00:00,000;"Neftçilər";39004
2025-01-10 00:00:00,000;"Neftçilər";40826
2025-01-11 00:00:00,000;"Neftçilər";33526
2025-01-12 00:00:00,000;"Neftçilər";25200
2025-01-13 00:00:00,000;"Neftçilər";40365
2025-01-14 00:00:00,000;"Neftçilər";38827
2025-01-15 00:00:00,000;"Neftçilər";37183
2025-01-16 00:00:00,000;"Neftçilər";38721
2025-01-17 00:00:00,000;"Neftçilər";40598
2025-01-18 00:00:00,000;"Neftçilər";32780
2025-01-19 00:00:00,000;"Neftçilər";23679
2025-01-20 00:00:00,000;"Neftçilər";28212
2025-01-21 00:00:00,000;"Neftçilər";39485
2025-01-22 00:00:00,000;"Neftçilər";38370
2025-01-23 00:00:00,000;"Neftçilər";37788
2025-01-24 00:00:00,000;"Neftçilər";36864
2025-01-25 00:00:00,000;"Neftçilər";28248
2025-01-26 00:00:00,000;"Neftçilər";19724
2025-01-27 00:00:00,000;"Neftçilər";39921
2025-01-28 00:00:00,000;"Neftçilər";38996
2025-01-29 00:00:00,000;"Neftçilər";30924
2025-01-30 00:00:00,000;"Neftçilər";36790
2025-01-31 00:00:00,000;"Neftçilər";40865
2025-02-01 00:00:00,000;"Neftçilər";33102
2025-02-02 00:00:00,000;"Neftçilər";24966
2025-02-03 00:00:00,000;"Neftçilər";38327
2025-02-04 00:00:00,000;"Neftçilər";37987
2025-02-05 00:00:00,000;"Neftçilər";35859
2025-02-06 00:00:00,000;"Neftçilər";35582
2025-02-07 00:00:00,000;"Neftçilər";33546
2025-02-08 00:00:00,000;"Neftçilər";26087
2025-02-09 00:00:00,000;"Neftçilər";21943
2025-02-10 00:00:00,000;"Neftçilər";37919
2025-02-11 00:00:00,000;"Neftçilər";38284
2025-02-12 00:00:00,000;"Neftçilər";38808
2025-02-13 00:00:00,000;"Neftçilər";38688
2025-02-14 00:00:00,000;"Neftçilər";39208
2025-02-15 00:00:00,000;"Neftçilər";33623
2025-02-16 00:00:00,000;"Neftçilər";28969
2025-02-17 00:00:00,000;"Neftçilər";43043
2025-02-18 00:00:00,000;"Neftçilər";42336
2025-02-19 00:00:00,000;"Neftçilər";41862
2025-02-20 00:00:00,000;"Neftçilər";39630
2025-02-21 00:00:00,000;"Neftçilər";34860
2025-02-22 00:00:00,000;"Neftçilər";26462
2025-02-23 00:00:00,000;"Neftçilər";25714
2025-02-24 00:00:00,000;"Neftçilər";30879
2025-02-25 00:00:00,000;"Neftçilər";38835
2025-02-26 00:00:00,000;"Neftçilər";42058
2025-02-27 00:00:00,000;"Neftçilər";39353
2025-02-28 00:00:00,000;"Neftçilər";42997
2025-03-01 00:00:00,000;"Neftçilər";25918
2025-03-02 00:00:00,000;"Neftçilər";24857
2025-03-03 00:00:00,000;"Neftçilər";43280
2025-03-04 00:00:00,000;"Neftçilər";43825
2025-03-05 00:00:00,000;"Neftçilər";43663
2025-03-06 00:00:00,000;"Neftçilər";45250
2025-03-07 00:00:00,000;"Neftçilər";47679
2025-03-08 00:00:00,000;"Neftçilər";37088
2025-03-09 00:00:00,000;"Neftçilər";29030
2025-03-10 00:00:00,000;"Neftçilər";44731
2025-03-11 00:00:00,000;"Neftçilər";44278
2025-03-12 00:00:00,000;"Neftçilər";44016
2025-03-13 00:00:00,000;"Neftçilər";44509
2025-03-14 00:00:00,000;"Neftçilər";45094
2025-03-15 00:00:00,000;"Neftçilər";35377
2025-03-16 00:00:00,000;"Neftçilər";28271
2025-03-17 00:00:00,000;"Neftçilər";44942
2025-03-18 00:00:00,000;"Neftçilər";42943
2025-03-19 00:00:00,000;"Neftçilər";39042
2025-03-20 00:00:00,000;"Neftçilər";18404
2025-03-21 00:00:00,000;"Neftçilər";19359
2025-03-22 00:00:00,000;"Neftçilər";22782
2025-03-23 00:00:00,000;"Neftçilər";22942
2025-03-24 00:00:00,000;"Neftçilər";24620
2025-03-25 00:00:00,000;"Neftçilər";29171
2025-03-26 00:00:00,000;"Neftçilər";30725
2025-03-27 00:00:00,000;"Neftçilər";29989
2025-03-28 00:00:00,000;"Neftçilər";30772
2025-03-29 00:00:00,000;"Neftçilər";29120
2025-03-30 00:00:00,000;"Neftçilər";25217
2025-03-31 00:00:00,000;"Neftçilər";29526
2025-04-01 00:00:00,000;"Neftçilər";43857
2025-04-02 00:00:00,000;"Neftçilər";44236
2025-04-03 00:00:00,000;"Neftçilər";45116
2025-04-04 00:00:00,000;"Neftçilər";44366
2025-04-05 00:00:00,000;"Neftçilər";36137
2025-04-06 00:00:00,000;"Neftçilər";30302
2025-04-07 00:00:00,000;"Neftçilər";45410
2025-04-08 00:00:00,000;"Neftçilər";44533
2025-04-09 00:00:00,000;"Neftçilər";43147
2025-04-10 00:00:00,000;"Neftçilər";40754
2025-04-11 00:00:00,000;"Neftçilər";42081
2025-04-12 00:00:00,000;"Neftçilər";35004
2025-04-13 00:00:00,000;"Neftçilər";28514
2025-04-14 00:00:00,000;"Neftçilər";39469
2025-04-15 00:00:00,000;"Neftçilər";39892
2025-04-16 00:00:00,000;"Neftçilər";28974
2025-04-17 00:00:00,000;"Neftçilər";40023
2025-04-18 00:00:00,000;"Neftçilər";44097
2025-04-19 00:00:00,000;"Neftçilər";36075
2025-04-20 00:00:00,000;"Neftçilər";27397
2025-04-21 00:00:00,000;"Neftçilər";43972
2025-04-22 00:00:00,000;"Neftçilər";44055
2025-04-23 00:00:00,000;"Neftçilər";43305
2025-04-24 00:00:00,000;"Neftçilər";43154
2025-04-25 00:00:00,000;"Neftçilər";44267
2025-04-26 00:00:00,000;"Neftçilər";35363
2025-04-27 00:00:00,000;"Neftçilər";27020
2025-04-28 00:00:00,000;"Neftçilər";39148
2025-04-29 00:00:00,000;"Neftçilər";40294
2025-04-30 00:00:00,000;"Neftçilər";43406
2025-05-01 00:00:00,000;"Neftçilər";43612
2025-05-02 00:00:00,000;"Neftçilər";43441
2025-05-03 00:00:00,000;"Neftçilər";34628
2025-05-04 00:00:00,000;"Neftçilər";28227
2025-05-05 00:00:00,000;"Neftçilər";42476
2025-05-06 00:00:00,000;"Neftçilər";42599
2025-05-07 00:00:00,000;"Neftçilər";43718
2025-05-08 00:00:00,000;"Neftçilər";44045
2025-05-09 00:00:00,000;"Neftçilər";33673
2025-05-10 00:00:00,000;"Neftçilər";33530
2025-05-11 00:00:00,000;"Neftçilər";27506
2025-05-12 00:00:00,000;"Neftçilər";43256
2025-05-13 00:00:00,000;"Neftçilər";42874
2025-05-14 00:00:00,000;"Neftçilər";40592
2025-05-15 00:00:00,000;"Neftçilər";41848
2025-05-16 00:00:00,000;"Neftçilər";42274
2025-05-17 00:00:00,000;"Neftçilər";35380
2025-05-18 00:00:00,000;"Neftçilər";26963
2025-05-19 00:00:00,000;"Neftçilər";42730
2025-05-20 00:00:00,000;"Neftçilər";43066
2025-05-21 00:00:00,000;"Neftçilər";41568
2025-05-22 00:00:00,000;"Neftçilər";42937
2025-05-23 00:00:00,000;"Neftçilər";43181
2025-05-24 00:00:00,000;"Neftçilər";33743
2025-05-25 00:00:00,000;"Neftçilər";27157
2025-05-26 00:00:00,000;"Neftçilər";41862
2025-05-27 00:00:00,000;"Neftçilər";42005
2025-05-28 00:00:00,000;"Neftçilər";31837
2025-05-29 00:00:00,000;"Neftçilər";40250
2025-05-30 00:00:00,000;"Neftçilər";40474
2025-05-31 00:00:00,000;"Neftçilər";33268
2025-06-01 00:00:00,000;"Neftçilər";31168
2025-06-02 00:00:00,000;"Neftçilər";39690
2025-06-03 00:00:00,000;"Neftçilər";38188
2025-06-04 00:00:00,000;"Neftçilər";38979
2025-06-05 00:00:00,000;"Neftçilər";43206
2025-06-06 00:00:00,000;"Neftçilər";27211
2025-06-07 00:00:00,000;"Neftçilər";26433
2025-06-08 00:00:00,000;"Neftçilər";25729
2025-06-09 00:00:00,000;"Neftçilər";30603
2025-06-10 00:00:00,000;"Neftçilər";40807
2025-06-11 00:00:00,000;"Neftçilər";40461
2025-06-12 00:00:00,000;"Neftçilər";39673
2025-06-13 00:00:00,000;"Neftçilər";40929
2025-06-14 00:00:00,000;"Neftçilər";32482
2025-06-15 00:00:00,000;"Neftçilər";24159
2025-06-16 00:00:00,000;"Neftçilər";28837
2025-06-17 00:00:00,000;"Neftçilər";40052
2025-06-18 00:00:00,000;"Neftçilər";39079
2025-06-19 00:00:00,000;"Neftçilər";38235
2025-06-20 00:00:00,000;"Neftçilər";39284
2025-06-21 00:00:00,000;"Neftçilər";36370
2025-06-22 00:00:00,000;"Neftçilər";24495
2025-06-23 00:00:00,000;"Neftçilər";38975
2025-06-24 00:00:00,000;"Neftçilər";38538
2025-06-25 00:00:00,000;"Neftçilər";39699
2025-06-26 00:00:00,000;"Neftçilər";29449
2025-06-27 00:00:00,000;"Neftçilər";30147
2025-06-28 00:00:00,000;"Neftçilər";27637
2025-06-29 00:00:00,000;"Neftçilər";23128
2025-06-30 00:00:00,000;"Neftçilər";37686
2025-07-01 00:00:00,000;"Neftçilər";36595
2025-07-02 00:00:00,000;"Neftçilər";36166
2025-07-03 00:00:00,000;"Neftçilər";35095
2025-07-04 00:00:00,000;"Neftçilər";35632
2025-07-05 00:00:00,000;"Neftçilər";28248
2025-07-06 00:00:00,000;"Neftçilər";23995
2025-07-07 00:00:00,000;"Neftçilər";35530
2025-07-08 00:00:00,000;"Neftçilər";35395
2025-07-09 00:00:00,000;"Neftçilər";34489
2025-07-10 00:00:00,000;"Neftçilər";34153
2025-07-11 00:00:00,000;"Neftçilər";33909
2025-07-12 00:00:00,000;"Neftçilər";27710
2025-07-13 00:00:00,000;"Neftçilər";21799
2025-07-14 00:00:00,000;"Neftçilər";31895
2025-07-15 00:00:00,000;"Neftçilər";31553
2025-07-16 00:00:00,000;"Neftçilər";31421
2025-07-17 00:00:00,000;"Neftçilər";31163
2025-07-18 00:00:00,000;"Neftçilər";31774
2025-07-19 00:00:00,000;"Neftçilər";26409
2025-07-20 00:00:00,000;"Neftçilər";20475
2025-07-21 00:00:00,000;"Neftçilər";30980
2025-07-22 00:00:00,000;"Neftçilər";30954
2025-07-23 00:00:00,000;"Neftçilər";30872
2025-07-24 00:00:00,000;"Neftçilər";30469
2025-07-25 00:00:00,000;"Neftçilər";31136
2025-07-26 00:00:00,000;"Neftçilər";26621
2025-07-27 00:00:00,000;"Neftçilər";21736
2025-07-28 00:00:00,000;"Neftçilər";31024
2025-07-29 00:00:00,000;"Neftçilər";30798
2025-07-30 00:00:00,000;"Neftçilər";31563
2025-07-31 00:00:00,000;"Neftçilər";30628
2025-08-01 00:00:00,000;"Neftçilər";31211
2025-08-02 00:00:00,000;"Neftçilər";26057
2025-08-03 00:00:00,000;"Neftçilər";20816
2025-08-04 00:00:00,000;"Neftçilər";30574
2025-08-05 00:00:00,000;"Neftçilər";30098
2025-08-06 00:00:00,000;"Neftçilər";29667
2025-08-07 00:00:00,000;"Neftçilər";29310
2025-08-08 00:00:00,000;"Neftçilər";29999
2025-08-09 00:00:00,000;"Neftçilər";25690
2025-08-10 00:00:00,000;"Neftçilər";21744
2025-08-11 00:00:00,000;"Neftçilər";30882
2025-08-12 00:00:00,000;"Neftçilər";31217
2025-08-13 00:00:00,000;"Neftçilər";30560
2025-08-14 00:00:00,000;"Neftçilər";30755
2025-08-15 00:00:00,000;"Neftçilər";30989
2025-08-16 00:00:00,000;"Neftçilər";26436
2025-08-17 00:00:00,000;"Neftçilər";21945
2025-08-18 00:00:00,000;"Neftçilər";30931
2025-08-19 00:00:00,000;"Neftçilər";30236
2025-08-20 00:00:00,000;"Neftçilər";30139
2025-08-21 00:00:00,000;"Neftçilər";30534
2025-08-22 00:00:00,000;"Neftçilər";31115
2025-08-23 00:00:00,000;"Neftçilər";27324
2025-08-24 00:00:00,000;"Neftçilər";22414
2025-08-25 00:00:00,000;"Neftçilər";32324
2025-08-26 00:00:00,000;"Neftçilər";32434
2025-08-27 00:00:00,000;"Neftçilər";33694
2025-08-28 00:00:00,000;"Neftçilər";33035
2025-08-29 00:00:00,000;"Neftçilər";33534
2025-08-30 00:00:00,000;"Neftçilər";29362
2025-08-31 00:00:00,000;"Neftçilər";23704
2025-09-01 00:00:00,000;"Neftçilər";35120
2025-09-02 00:00:00,000;"Neftçilər";35322
2025-09-03 00:00:00,000;"Neftçilər";35697
2025-09-04 00:00:00,000;"Neftçilər";35981
2025-09-05 00:00:00,000;"Neftçilər";37420
2025-09-06 00:00:00,000;"Neftçilər";32212
2025-09-07 00:00:00,000;"Neftçilər";26836
2025-09-08 00:00:00,000;"Neftçilər";38159
2025-09-09 00:00:00,000;"Neftçilər";38322
2025-09-10 00:00:00,000;"Neftçilər";38536
2025-09-11 00:00:00,000;"Neftçilər";39219
2025-09-12 00:00:00,000;"Neftçilər";38804
2025-09-13 00:00:00,000;"Neftçilər";37972
2025-09-14 00:00:00,000;"Neftçilər";26694
2025-09-15 00:00:00,000;"Neftçilər";48038
2025-09-16 00:00:00,000;"Neftçilər";46104
2025-09-17 00:00:00,000;"Neftçilər";43962
2025-09-18 00:00:00,000;"Neftçilər";44993
2025-09-19 00:00:00,000;"Neftçilər";44853
2025-09-20 00:00:00,000;"Neftçilər";33448
2025-09-21 00:00:00,000;"Neftçilər";26594
2025-09-22 00:00:00,000;"Neftçilər";44422
2025-09-23 00:00:00,000;"Neftçilər";44461
2025-09-24 00:00:00,000;"Neftçilər";43294
2025-09-25 00:00:00,000;"Neftçilər";43810
2025-09-26 00:00:00,000;"Neftçilər";43283
2025-09-27 00:00:00,000;"Neftçilər";31441
2025-09-28 00:00:00,000;"Neftçilər";26532
2025-09-29 00:00:00,000;"Neftçilər";43545
2025-09-30 00:00:00,000;"Neftçilər";43314
2025-10-01 00:00:00,000;"Neftçilər";44508
2025-10-02 00:00:00,000;"Neftçilər";43043
2025-10-03 00:00:00,000;"Neftçilər";43687
2025-10-04 00:00:00,000;"Neftçilər";35014
2025-10-05 00:00:00,000;"Neftçilər";27340
2025-10-06 00:00:00,000;"Neftçilər";42949
2025-10-07 00:00:00,000;"Neftçilər";43760
2025-10-08 00:00:00,000;"Neftçilər";42755
2025-10-09 00:00:00,000;"Neftçilər";43238
2025-10-10 00:00:00,000;"Neftçilər";43890
2025-10-11 00:00:00,000;"Neftçilər";34946
2025-10-12 00:00:00,000;"Neftçilər";26154
2025-10-13 00:00:00,000;"Neftçilər";43101
2025-10-14 00:00:00,000;"Neftçilər";43260
2025-10-15 00:00:00,000;"Neftçilər";43428
2025-10-16 00:00:00,000;"Neftçilər";42686
2025-10-17 00:00:00,000;"Neftçilər";41903
2025-10-18 00:00:00,000;"Neftçilər";34098
2025-10-19 00:00:00,000;"Neftçilər";26803
2025-10-20 00:00:00,000;"Neftçilər";43163
2025-10-21 00:00:00,000;"Neftçilər";42755
2025-10-22 00:00:00,000;"Neftçilər";43338
2025-10-23 00:00:00,000;"Neftçilər";42451
2025-10-24 00:00:00,000;"Neftçilər";43161
2025-10-25 00:00:00,000;"Neftçilər";33709
2025-10-26 00:00:00,000;"Neftçilər";26164
2025-10-27 00:00:00,000;"Neftçilər";43247
2025-10-28 00:00:00,000;"Neftçilər";43104
2025-10-29 00:00:00,000;"Neftçilər";42978
2025-10-30 00:00:00,000;"Neftçilər";41648
2025-10-31 00:00:00,000;"Neftçilər";44048
2025-11-01 00:00:00,000;"Neftçilər";35376
2025-11-02 00:00:00,000;"Neftçilər";26730
2025-11-03 00:00:00,000;"Neftçilər";43295
2025-11-04 00:00:00,000;"Neftçilər";42688
2025-11-05 00:00:00,000;"Neftçilər";45388
2025-11-06 00:00:00,000;"Neftçilər";45903
2025-11-07 00:00:00,000;"Neftçilər";46880
2025-11-08 00:00:00,000;"Neftçilər";36305
2025-11-09 00:00:00,000;"Neftçilər";27152
2025-11-10 00:00:00,000;"Neftçilər";29900
2025-11-11 00:00:00,000;"Neftçilər";30276
2025-11-12 00:00:00,000;"Neftçilər";43094
2025-11-13 00:00:00,000;"Neftçilər";42924
2025-11-14 00:00:00,000;"Neftçilər";43717
2025-11-15 00:00:00,000;"Neftçilər";33560
2025-11-16 00:00:00,000;"Neftçilər";27558
2025-11-17 00:00:00,000;"Neftçilər";43372
2025-11-18 00:00:00,000;"Neftçilər";43850
2025-11-19 00:00:00,000;"Neftçilər";43986
2025-11-20 00:00:00,000;"Neftçilər";43687
2025-11-21 00:00:00,000;"Neftçilər";43275
2025-11-22 00:00:00,000;"Neftçilər";34120
2025-11-23 00:00:00,000;"Neftçilər";26104
2025-11-24 00:00:00,000;"Neftçilər";42976
2025-11-25 00:00:00,000;"Neftçilər";43106
2025-11-26 00:00:00,000;"Neftçilər";43259
2025-11-27 00:00:00,000;"Neftçilər";42789
2025-11-28 00:00:00,000;"Neftçilər";45133
2025-11-29 00:00:00,000;"Neftçilər";35884
2025-11-30 00:00:00,000;"Neftçilər";28240
2025-12-01 00:00:00,000;"Neftçilər";43151
2025-12-02 00:00:00,000;"Neftçilər";43327
2025-12-03 00:00:00,000;"Neftçilər";43178
2025-12-04 00:00:00,000;"Neftçilər";43416
2025-12-05 00:00:00,000;"Neftçilər";41215
2025-12-06 00:00:00,000;"Neftçilər";36412
2025-12-07 00:00:00,000;"Neftçilər";27873
2025-12-08 00:00:00,000;"Neftçilər";41955
2025-12-09 00:00:00,000;"Neftçilər";43045
2025-12-10 00:00:00,000;"Neftçilər";40021
2025-12-11 00:00:00,000;"Neftçilər";43276
2025-12-12 00:00:00,000;"Neftçilər";45000
2025-12-13 00:00:00,000;"Neftçilər";36920
2025-12-14 00:00:00,000;"Neftçilər";25972
2025-12-15 00:00:00,000;"Neftçilər";42892
2025-12-16 00:00:00,000;"Neftçilər";43004
2025-12-17 00:00:00,000;"Neftçilər";44121
2025-12-18 00:00:00,000;"Neftçilər";44207
2025-12-19 00:00:00,000;"Neftçilər";44816
2025-12-20 00:00:00,000;"Neftçilər";37943
2025-12-21 00:00:00,000;"Neftçilər";29928
2025-12-22 00:00:00,000;"Neftçilər";43869
2025-12-23 00:00:00,000;"Neftçilər";43776
2025-12-24 00:00:00,000;"Neftçilər";43874
2025-12-25 00:00:00,000;"Neftçilər";40038
2025-12-26 00:00:00,000;"Neftçilər";42290
2025-12-27 00:00:00,000;"Neftçilər";36692
2025-12-28 00:00:00,000;"Neftçilər";27061
2025-12-29 00:00:00,000;"Neftçilər";40155
2025-12-30 00:00:00,000;"Neftçilər";38230
2025-12-31 00:00:00,000;"Neftçilər";23461
2025-01-01 00:00:00,000;"Nəriman Nərimanov";15657
2025-01-02 00:00:00,000;"Nəriman Nərimanov";19428
2025-01-03 00:00:00,000;"Nəriman Nərimanov";32810
2025-01-04 00:00:00,000;"Nəriman Nərimanov";34562
2025-01-05 00:00:00,000;"Nəriman Nərimanov";25065
2025-01-06 00:00:00,000;"Nəriman Nərimanov";47350
2025-01-07 00:00:00,000;"Nəriman Nərimanov";40953
2025-01-08 00:00:00,000;"Nəriman Nərimanov";47423
2025-01-09 00:00:00,000;"Nəriman Nərimanov";48940
2025-01-10 00:00:00,000;"Nəriman Nərimanov";51441
2025-01-11 00:00:00,000;"Nəriman Nərimanov";39506
2025-01-12 00:00:00,000;"Nəriman Nərimanov";27018
2025-01-13 00:00:00,000;"Nəriman Nərimanov";50091
2025-01-14 00:00:00,000;"Nəriman Nərimanov";48894
2025-01-15 00:00:00,000;"Nəriman Nərimanov";46799
2025-01-16 00:00:00,000;"Nəriman Nərimanov";47474
2025-01-17 00:00:00,000;"Nəriman Nərimanov";51244
2025-01-18 00:00:00,000;"Nəriman Nərimanov";40550
2025-01-19 00:00:00,000;"Nəriman Nərimanov";25051
